student_id,age,gender,department,semester,attendance_pct,assignment_avg,assignment_completion_pct,quiz_avg,quiz_attempts,study_hours_week,participation_score,lms_login_count,lms_active_days,resources_accessed,video_completion_pct,previous_gpa,previous_failures,late_assignments,discussion_participation,support_requested,midterm_score,final_score,performance_level,risk_level
STU107275,21,Male,CSE,4,75.4,58.7,72.9,51.7,11,11.2,63.2,24,17.0,25,74.5,6.68,2,1,11.0,Yes,71.6,56.8,Average,Medium
STU107276,22,Female,IT,6,97.6,72.8,63.8,62.3,15,16.1,60.8,23,23.0,50,66.9,6.22,2,1,9.0,Yes,66.0,71.1,Good,Low
STU107277,19,Female,ECE,6,79.3,90.1,58.1,86.5,14,22.5,48.7,31,16.0,38,58.6,8.94,0,3,10.0,No,76.8,75.6,Good,Low
STU107278,18,Female,MECH,3,80.0,79.3,89.8,77.1,11,12.7,64.3,21,14.0,43,58.6,6.13,1,4,9.0,No,75.1,67.2,Good,Low
STU107279,18,Male,IT,2,63.6,61.9,87.2,58.8,13,11.6,36.8,16,11.0,20,62.0,6.12,1,2,10.0,Yes,55.9,64.9,Average,Medium
STU107280,20,Male,CSE,8,88.4,83.7,82.1,64.4,15,20.9,57.8,31,17.0,39,87.0,7.57,1,1,11.0,No,73.3,76.5,Good,Low
STU107281,24,Female,CSE,7,76.3,43.1,72.1,46.0,11,12.6,56.2,23,9.0,17,42.9,6.41,3,3,11.0,Yes,59.0,46.4,Poor,High
STU107282,20,Male,AI&DS,2,61.4,63.3,55.3,65.1,12,9.8,73.0,16,6.0,24,37.9,6.67,1,2,5.0,Yes,72.9,53.6,Average,Medium
STU107283,24,Male,MECH,3,83.5,82.7,64.8,65.5,12,16.0,68.2,23,15.0,63,57.5,7.55,0,3,12.0,No,64.6,73.6,Good,Low
STU107284,24,Male,AI&DS,5,74.9,63.6,83.3,61.1,15,10.1,51.7,26,19.0,41,,5.72,1,7,9.0,No,63.6,69.3,Good,Low
STU107285,24,Female,ECE,8,49.6,29.8,53.3,37.6,11,13.8,56.1,26,7.0,21,35.0,4.41,2,3,10.0,No,45.8,33.1,Poor,High
STU107286,24,Female,CSE,3,83.8,50.5,72.0,61.5,12,15.7,76.3,34,17.0,34,55.9,6.75,1,1,10.0,No,60.2,60.5,Average,Medium
STU107287,19,Female,CSE,5,86.0,58.1,85.5,56.1,16,7.9,65.9,33,16.0,26,49.0,6.3,1,4,9.0,No,65.4,62.9,Average,Medium
STU107288,24,Female,ECE,6,88.3,75.1,76.6,74.8,18,15.0,71.1,28,17.0,29,68.4,7.21,0,0,8.0,No,75.5,69.6,Good,Low
STU107289,24,Female,CSE,8,60.5,44.4,50.4,47.7,10,10.5,56.8,14,9.0,27,52.5,5.86,1,3,5.0,Yes,43.8,55.0,Average,Medium
STU107290,23,Male,CIVIL,5,77.3,79.1,73.9,58.9,12,21.3,84.5,33,20.0,47,72.6,8.19,2,0,12.0,No,54.3,68.2,Good,Low
STU107291,19,Male,IT,4,93.7,74.2,87.0,88.7,12,18.4,70.1,30,22.0,42,69.4,8.76,0,3,15.0,No,84.5,79.7,Good,Low
STU107292,20,Female,IT,3,62.6,42.4,73.0,59.6,11,13.0,50.7,22,12.0,5,57.4,5.6,3,1,7.0,Yes,51.9,46.3,Poor,High
STU107293,22,Female,ECE,5,65.5,78.1,66.4,59.1,10,10.3,49.8,21,12.0,31,66.3,6.42,1,2,6.0,No,62.2,54.0,Average,Medium
STU107294,18,Male,AI&DS,5,67.8,67.8,61.9,75.3,10,14.7,55.6,23,15.0,63,63.4,7.72,1,3,10.0,No,61.8,55.3,Average,Medium
STU107295,23,Female,ECE,8,74.6,52.1,58.9,55.9,10,15.1,59.8,17,17.0,32,,6.73,3,3,3.0,No,66.4,44.2,Poor,High
STU107296,20,Male,CSE,5,70.4,53.7,65.5,70.7,12,15.9,65.1,26,15.0,36,63.4,7.04,2,4,14.0,No,62.1,56.7,Average,Medium
STU107297,18,Male,IT,7,67.1,53.2,76.8,57.8,11,4.2,39.8,19,12.0,30,59.9,6.95,1,4,6.0,Yes,53.2,53.8,Average,Medium
STU107298,20,Female,MECH,4,72.5,56.6,68.4,63.0,13,12.2,63.0,24,17.0,26,64.5,6.96,0,1,13.0,No,65.0,55.8,Average,Medium
STU107299,20,Female,AI&DS,5,66.6,60.3,62.0,45.5,7,10.2,58.3,20,,40,39.7,6.49,1,3,9.0,Yes,62.2,37.9,Poor,High
STU107300,22,Male,MECH,2,85.6,66.3,99.3,60.1,16,17.5,76.3,45,16.0,51,74.2,6.28,2,3,13.0,No,70.6,76.2,Good,Low
STU107301,22,Male,AI&DS,5,58.2,53.9,63.6,47.7,10,13.0,59.9,30,11.0,38,66.4,7.31,2,2,12.0,Yes,61.3,33.4,Poor,High
STU107302,20,Female,MECH,3,71.1,48.7,60.9,44.2,13,16.1,74.7,30,10.0,29,67.0,6.94,1,3,5.0,Yes,58.2,50.0,Average,Medium
STU107303,22,Other,ECE,4,93.5,45.4,68.5,66.1,12,11.0,74.7,32,16.0,40,53.9,5.71,2,4,10.0,Yes,81.0,56.2,Average,Medium
STU107304,24,Male,IT,8,76.9,47.5,60.4,63.4,15,13.5,72.5,30,13.0,41,67.0,6.04,1,0,11.0,Yes,69.4,63.4,Average,Medium
STU107305,20,Male,IT,6,75.8,48.6,60.3,54.6,11,11.7,72.8,15,12.0,40,55.9,6.22,2,4,8.0,No,60.5,56.3,Average,Medium
STU107306,20,Female,AI&DS,3,70.8,54.6,70.7,47.2,15,14.4,73.9,28,17.0,39,44.5,5.04,2,4,7.0,Yes,52.3,56.8,Average,Medium
STU107307,18,Female,EEE,5,66.1,64.7,68.2,48.2,11,11.1,57.9,21,14.0,31,74.4,5.79,1,0,9.0,Yes,50.2,56.8,Average,Medium
STU107308,20,Male,AI&DS,5,67.9,45.6,54.1,26.8,3,3.3,41.4,9,2.0,1,34.3,4.0,4,5,6.0,Yes,45.0,26.1,Poor,High
STU107309,19,Male,CIVIL,7,58.0,57.6,51.6,46.0,11,8.4,56.0,13,13.0,31,46.9,5.8,2,3,8.0,No,51.3,35.1,Poor,High
STU107310,23,Female,ECE,4,73.0,63.9,64.3,29.4,9,13.5,71.9,13,13.0,25,53.6,5.98,0,2,8.0,No,61.5,60.4,Average,Medium
STU107311,18,Male,IT,6,74.4,53.4,65.6,62.1,9,14.5,72.5,27,22.0,25,64.0,5.4,2,4,10.0,Yes,57.9,40.6,Poor,High
STU107312,22,Male,IT,7,97.3,87.0,94.4,80.3,15,18.3,82.5,35,22.0,33,92.8,7.9,3,0,14.0,No,87.5,78.4,Good,Low
STU107313,23,Male,AI&DS,7,69.3,45.4,77.8,,11,14.6,73.5,22,16.0,29,68.1,7.49,0,3,5.0,Yes,61.2,58.0,Average,Medium
STU107314,19,Female,CSE,6,66.2,70.1,80.5,66.4,13,15.3,63.9,22,21.0,24,62.0,6.9,1,3,8.0,No,67.8,58.1,Average,Medium
STU107315,18,Female,EEE,2,78.4,62.8,80.4,54.4,14,13.6,,29,,17,75.4,6.1,1,2,7.0,No,64.5,75.6,Good,Low
STU107316,22,Female,AI&DS,7,85.1,69.2,64.5,61.1,11,12.1,40.8,27,12.0,43,60.4,6.93,2,5,9.0,No,73.6,57.9,Average,Medium
STU107317,22,Male,AI&DS,8,66.4,28.9,59.0,47.0,9,11.7,51.6,24,13.0,38,38.7,5.0,1,4,11.0,Yes,48.8,36.8,Poor,High
STU107318,21,Male,EEE,6,91.9,70.6,64.6,70.9,10,19.4,66.0,28,25.0,41,64.4,6.41,1,2,9.0,No,72.0,61.2,Average,Medium
STU107319,24,Other,ECE,6,65.6,41.8,70.4,38.2,10,14.0,56.4,21,8.0,31,41.9,5.2,0,2,4.0,Yes,40.1,40.8,Poor,High
STU107320,18,Female,ECE,5,71.5,68.6,44.2,58.9,9,15.7,44.3,6,9.0,10,37.1,5.13,2,4,5.0,No,67.2,41.5,Poor,High
STU107321,19,Male,AI&DS,2,57.2,34.2,57.9,22.0,7,13.8,38.9,18,13.0,13,52.4,4.1,2,4,6.0,No,33.6,34.2,Poor,High
STU107322,21,Female,CSE,8,70.9,56.7,79.8,38.5,14,8.2,64.4,21,16.0,30,81.6,5.52,3,1,8.0,Yes,53.4,49.3,Poor,High
STU107323,21,Male,CSE,4,87.0,73.6,55.0,60.7,14,17.8,49.8,35,15.0,47,57.9,7.6,1,2,9.0,No,68.4,76.3,Good,Low
STU107324,24,Male,MECH,6,78.6,81.4,85.9,53.8,17,20.8,91.2,39,24.0,49,81.9,8.07,0,0,10.0,Yes,66.1,79.0,Good,Low
STU107325,22,Male,ECE,5,74.1,77.0,82.1,75.5,14,19.5,83.5,30,14.0,29,71.5,7.81,1,3,12.0,Yes,70.7,67.5,Good,Low
STU107326,19,Female,ECE,6,97.3,92.9,85.4,68.0,20,16.4,70.3,36,22.0,47,100.0,8.22,1,1,18.0,No,82.5,71.6,Good,Low
STU107327,23,Female,IT,2,88.1,67.5,76.9,72.2,14,13.8,72.2,23,23.0,47,75.4,6.34,0,2,13.0,No,71.0,70.8,Good,Low
STU107328,20,Male,IT,6,80.1,48.6,49.9,72.0,8,16.2,68.2,20,13.0,34,82.1,6.93,1,3,8.0,Yes,60.8,51.9,Average,Medium
STU107329,24,Male,CSE,5,68.4,49.4,61.5,41.6,11,12.2,65.1,15,15.0,27,30.9,5.95,1,3,6.0,Yes,57.7,48.7,Poor,High
STU107330,19,Female,CIVIL,5,86.4,82.1,77.0,74.8,16,18.2,73.1,32,22.0,47,67.2,8.68,0,2,10.0,No,87.0,75.3,Good,Low
STU107331,23,Male,AI&DS,7,79.4,70.1,62.9,72.4,16,13.6,76.6,28,23.0,58,81.6,7.39,1,3,13.0,No,76.2,68.8,Good,Low
STU107332,21,Male,MECH,6,81.7,77.5,95.3,87.8,19,24.9,84.2,42,28.0,59,60.6,7.51,1,1,12.0,Yes,,75.1,Good,Low
STU107333,21,Female,CSE,7,71.9,56.3,70.9,58.1,15,16.6,54.7,25,19.0,46,65.8,5.51,2,0,16.0,No,44.0,65.6,Good,Low
STU107334,24,Female,CSE,6,61.1,80.8,70.6,61.7,14,16.0,57.6,35,11.0,34,46.8,7.67,1,4,10.0,Yes,64.5,63.0,Average,Medium
STU107335,19,Male,IT,7,59.2,74.6,73.2,63.5,16,16.8,72.4,27,22.0,58,65.4,6.55,1,3,10.0,Yes,71.5,68.3,Good,Low
STU107336,20,Male,EEE,8,84.3,72.9,86.1,77.1,14,18.2,70.7,31,19.0,52,85.7,8.43,1,4,12.0,No,77.4,78.6,Good,Low
STU107337,19,Female,AI&DS,7,67.5,67.4,74.2,88.8,11,20.0,52.1,22,18.0,34,,7.96,0,1,6.0,No,76.0,71.3,Good,Low
STU107338,23,Male,IT,8,65.9,62.2,73.6,44.6,12,15.0,55.1,19,11.0,22,56.4,5.87,2,2,7.0,No,62.3,50.5,Average,Medium
STU107339,23,Female,AI&DS,5,69.6,42.7,43.9,59.5,5,,39.3,12,4.0,15,52.4,5.56,1,2,1.0,Yes,62.3,59.5,Average,Medium
STU107340,23,Female,CSE,5,52.9,55.0,48.1,40.5,7,3.6,45.4,11,9.0,8,50.0,5.23,1,0,1.0,No,52.5,40.8,Poor,High
STU107341,19,Female,AI&DS,2,76.5,34.6,76.3,61.1,12,11.6,83.6,32,24.0,33,83.7,5.76,1,4,16.0,Yes,68.1,55.1,Average,Medium
STU107342,19,Male,MECH,6,69.3,70.4,71.8,58.1,14,20.3,69.9,23,18.0,42,69.3,7.8,0,0,9.0,No,63.4,62.6,Average,Medium
STU107343,20,Female,MECH,6,59.4,56.3,56.1,55.1,12,9.2,46.3,18,10.0,37,44.5,6.76,1,4,5.0,No,57.8,54.4,Average,Medium
STU107344,23,Female,ECE,4,78.7,55.0,66.9,54.2,9,18.4,64.6,25,15.0,43,53.0,6.2,1,1,6.0,Yes,60.6,63.5,Average,Medium
STU107345,23,Female,ECE,2,71.7,80.2,68.4,63.2,8,16.5,55.1,24,15.0,25,57.6,6.61,0,0,8.0,No,60.7,64.4,Average,Medium
STU107346,24,Male,ECE,7,72.1,44.0,59.7,42.1,10,10.9,46.6,19,17.0,38,39.9,4.5,3,3,9.0,No,48.3,42.2,Poor,High
STU107347,23,Other,AI&DS,2,88.9,72.2,67.7,71.7,12,18.6,71.6,31,16.0,48,63.0,7.86,0,3,7.0,No,76.3,72.4,Good,Low
STU107348,24,Male,CSE,6,70.3,58.4,66.8,49.3,12,8.1,57.3,16,22.0,37,78.4,7.35,1,0,8.0,Yes,61.7,53.1,Average,Medium
STU107349,19,Male,CSE,8,72.3,63.3,62.0,61.9,9,18.1,50.1,25,15.0,44,50.7,6.96,1,1,8.0,No,69.9,54.1,Average,Medium
STU107350,22,Male,MECH,8,70.7,86.5,80.4,74.2,19,17.4,99.1,45,23.0,73,84.2,7.21,0,0,10.0,No,71.1,82.3,Excellent,Low
STU107351,21,Male,CIVIL,3,80.8,72.8,80.5,72.1,15,15.0,82.3,36,22.0,46,52.9,8.49,0,3,14.0,No,92.1,74.3,Good,Low
STU107352,19,Male,AI&DS,6,77.9,78.2,69.0,50.2,15,18.4,,19,16.0,30,63.3,6.87,1,2,12.0,No,59.3,67.3,Good,Low
STU107353,24,Female,AI&DS,8,70.6,37.3,64.1,29.8,10,1.8,56.6,14,19.0,14,78.0,5.13,2,3,6.0,Yes,46.7,52.6,Average,Medium
STU107354,18,Male,EEE,6,93.4,68.1,77.6,67.7,11,13.0,60.2,25,15.0,29,66.1,6.66,2,3,12.0,No,70.5,59.0,Average,Medium
STU107355,23,Male,CSE,4,72.7,63.9,80.0,59.8,13,19.3,66.1,18,15.0,40,71.6,7.04,1,1,12.0,No,56.0,66.1,Good,Low
STU107356,19,Female,EEE,2,72.6,44.1,49.4,59.3,9,12.3,47.6,13,5.0,10,42.2,5.79,2,5,2.0,No,61.5,42.8,Poor,High
STU107357,19,Male,ECE,5,83.5,66.7,74.1,62.9,19,13.3,77.0,27,26.0,32,86.3,5.76,2,4,5.0,Yes,70.2,63.0,Average,Medium
STU107358,22,Female,ECE,6,73.6,73.3,73.7,53.0,9,9.9,59.1,25,19.0,33,50.5,5.63,1,3,9.0,No,70.1,61.5,Average,Medium
STU107359,21,Female,CSE,3,51.4,56.2,36.7,45.1,2,7.0,23.3,15,7.0,12,35.5,,2,2,2.0,Yes,36.6,44.9,Poor,High
STU107360,20,Male,IT,4,69.9,70.1,65.7,68.7,11,16.1,53.7,19,19.0,43,42.0,6.75,2,3,7.0,No,58.1,49.1,Poor,High
STU107361,24,Male,CSE,4,75.4,51.5,81.1,67.8,13,12.5,53.2,28,15.0,24,82.8,5.64,1,0,14.0,No,60.4,69.0,Good,Low
STU107362,22,Male,CSE,5,78.2,64.2,58.5,35.2,11,13.0,58.2,19,18.0,27,66.1,7.55,1,1,13.0,No,67.3,42.8,Poor,High
STU107363,22,Female,AI&DS,2,58.6,52.6,56.5,58.6,11,11.6,58.8,24,15.0,29,63.6,6.39,1,2,11.0,Yes,59.5,47.6,Poor,High
STU107364,23,Male,CIVIL,4,84.4,69.4,78.7,65.7,10,16.5,68.6,31,28.0,57,77.3,8.49,0,2,14.0,No,69.9,63.3,Average,Medium
STU107365,23,Female,CIVIL,7,70.5,68.6,67.1,56.1,8,12.1,61.1,17,16.0,29,62.4,5.1,0,2,12.0,No,64.2,47.6,Poor,High
STU107366,19,Female,ECE,4,65.3,51.4,62.4,51.8,12,8.8,45.1,30,18.0,32,79.6,7.8,1,3,8.0,No,63.2,54.5,Average,Medium
STU107367,21,Female,EEE,7,47.4,56.1,51.4,55.2,9,10.6,45.2,24,11.0,32,43.0,5.49,0,5,4.0,Yes,54.3,53.7,Average,Medium
STU107368,24,Female,ECE,7,57.6,72.7,75.5,56.1,18,15.1,70.7,30,22.0,42,79.2,8.05,1,2,11.0,No,64.1,58.0,Average,Medium
STU107369,23,Male,CSE,8,87.6,82.5,90.3,55.6,13,14.4,69.6,20,14.0,38,69.6,7.43,1,2,11.0,No,70.6,63.8,Average,Medium
STU107370,18,Female,AI&DS,5,75.5,56.1,82.5,55.3,9,,63.4,30,14.0,27,76.9,6.45,2,5,11.0,No,59.9,59.9,Average,Medium
STU107371,19,Female,AI&DS,4,65.3,85.4,84.8,78.9,13,20.0,60.8,23,20.0,53,68.5,7.6,1,4,14.0,No,73.3,52.6,Average,Medium
STU107372,19,Female,EEE,3,89.0,74.6,81.0,73.6,17,16.7,77.8,25,15.0,41,71.0,6.26,1,4,10.0,No,83.0,69.5,Good,Low
STU107373,21,Female,EEE,5,65.3,48.9,51.8,56.0,9,10.8,57.9,17,14.0,24,61.5,5.21,1,6,6.0,Yes,46.5,31.1,Poor,High
STU107374,23,Male,IT,7,57.9,43.6,56.7,31.5,6,14.1,49.3,21,8.0,32,51.7,4.83,0,1,8.0,Yes,45.7,39.3,Poor,High
STU107375,21,Female,ECE,7,87.8,57.3,77.2,77.2,16,14.0,74.3,30,24.0,34,81.4,7.99,1,1,14.0,Yes,77.7,66.9,Good,Low
STU107376,19,Female,MECH,2,81.9,54.6,79.4,74.7,14,15.0,51.2,32,13.0,39,71.7,5.34,2,3,8.0,Yes,66.0,50.7,Average,Medium
STU107377,21,Female,IT,8,64.8,48.9,44.1,37.9,8,1.6,56.3,19,11.0,32,50.7,6.07,3,5,8.0,Yes,57.3,33.5,Poor,High
STU107378,19,Female,AI&DS,4,67.6,44.9,52.7,41.6,6,5.0,31.2,14,11.0,12,25.5,5.1,2,4,5.0,No,49.6,36.7,Poor,High
STU107379,22,Female,ECE,3,74.4,47.1,59.4,42.2,13,6.3,71.2,17,22.0,27,68.1,5.77,3,5,6.0,Yes,58.6,49.2,Poor,High
STU107380,24,Female,MECH,4,62.6,70.8,72.1,64.0,7,,80.1,30,13.0,27,53.8,6.09,0,1,9.0,Yes,64.7,54.6,Average,Medium
STU107381,22,Male,EEE,4,80.6,62.3,74.0,73.2,14,16.6,60.4,25,15.0,31,50.0,6.77,1,3,11.0,Yes,82.4,72.0,Good,Low
STU107382,24,Male,IT,3,75.5,58.2,62.8,42.6,11,8.0,53.2,18,18.0,35,77.6,7.23,0,4,10.0,Yes,50.6,45.9,Poor,High
STU107383,21,Male,EEE,4,80.6,71.4,60.8,49.3,14,9.9,62.2,22,17.0,26,75.6,6.63,1,0,13.0,Yes,57.6,74.8,Good,Low
STU107384,23,Male,IT,7,68.2,54.1,79.8,52.4,9,7.8,68.2,30,16.0,32,47.2,5.83,2,3,11.0,Yes,47.8,53.0,Average,Medium
STU107385,24,Female,CSE,2,86.5,66.7,88.8,100.0,16,19.2,75.3,37,24.0,52,60.1,7.01,0,1,19.0,No,93.4,72.9,Good,Low
STU107386,19,Male,CIVIL,6,62.7,58.3,80.0,68.4,16,13.7,51.7,28,18.0,45,68.7,6.6,0,1,14.0,Yes,68.7,58.5,Average,Medium
STU107387,22,Female,CSE,8,90.7,79.8,84.7,72.6,16,15.1,84.7,28,19.0,32,91.3,6.97,0,0,11.0,No,86.3,70.7,Good,Low
STU107388,19,Female,CSE,6,88.9,69.9,90.1,74.2,11,13.1,79.6,36,27.0,39,69.6,6.44,2,2,12.0,No,62.8,67.9,Good,Low
STU107389,18,Female,CSE,5,65.6,57.0,64.3,55.3,12,10.5,54.4,14,10.0,25,52.0,5.35,2,3,9.0,No,66.2,49.7,Poor,High
STU107390,19,Male,EEE,6,82.3,52.9,72.8,63.2,15,22.0,69.2,29,14.0,31,57.9,6.0,1,2,14.0,No,65.7,73.0,Good,Low
STU107391,18,Other,AI&DS,5,74.1,41.3,64.6,48.5,13,10.3,58.6,24,14.0,18,69.3,5.47,2,2,6.0,Yes,51.5,50.4,Average,Medium
STU107392,19,Female,CSE,4,65.1,66.8,63.2,55.6,13,16.9,67.9,21,23.0,51,68.7,5.92,0,3,14.0,No,63.6,51.1,Average,Medium
STU107393,18,Female,EEE,7,94.9,64.2,80.8,55.8,16,12.9,73.9,28,25.0,32,63.8,6.63,1,0,13.0,No,74.5,73.7,Good,Low
STU107394,24,Male,ECE,6,65.4,60.9,74.2,75.3,14,18.2,76.0,22,22.0,39,56.8,6.09,2,4,11.0,Yes,50.0,71.7,Good,Low
STU107395,21,Female,AI&DS,2,79.9,44.6,74.8,59.9,10,13.4,73.2,27,14.0,37,75.3,4.99,2,6,13.0,Yes,63.7,57.3,Average,Medium
STU107396,19,Male,ECE,7,69.4,61.0,72.1,53.4,9,13.0,36.2,11,16.0,44,66.6,7.77,1,3,7.0,No,66.3,50.5,Average,Medium
STU107397,20,Male,IT,3,68.0,69.6,91.0,64.1,16,17.6,64.1,24,17.0,46,61.4,6.71,1,4,12.0,No,60.4,67.9,Good,Low
STU107398,23,Male,MECH,5,83.8,63.6,70.4,57.7,13,20.4,69.4,22,15.0,43,75.4,7.04,0,3,10.0,No,77.9,69.7,Good,Low
STU107399,22,Female,ECE,3,58.3,53.0,61.4,60.3,10,10.7,53.7,19,17.0,11,52.0,5.75,3,8,8.0,Yes,56.2,30.9,Poor,High
STU107400,18,Male,CIVIL,5,73.6,48.3,51.6,59.6,4,11.5,40.5,14,14.0,40,64.6,7.13,0,0,4.0,Yes,52.5,65.9,Good,Low
STU107401,19,Male,IT,3,86.1,61.0,63.2,62.3,16,16.6,93.0,33,18.0,44,89.1,5.72,2,3,16.0,No,76.3,53.3,Average,Medium
STU107402,21,Female,AI&DS,3,87.0,69.7,100.0,69.5,14,23.7,64.0,33,21.0,22,72.4,8.24,1,0,11.0,No,85.5,77.5,Good,Low
STU107403,24,Male,CSE,8,38.6,44.2,50.4,35.6,13,3.4,53.9,24,10.0,34,50.8,4.26,2,3,5.0,Yes,38.4,41.9,Poor,High
STU107404,18,Male,CSE,2,57.4,,52.7,47.3,9,6.1,39.9,13,10.0,12,45.3,6.84,0,3,2.0,No,52.7,46.9,Poor,High
STU107405,24,Female,EEE,4,86.9,99.0,96.7,99.5,19,25.2,89.3,36,19.0,49,85.3,8.43,0,0,15.0,No,100.0,85.5,Excellent,Low
STU107406,18,Female,IT,2,71.5,60.0,77.4,47.7,6,9.7,38.4,14,10.0,21,50.8,4.48,1,5,3.0,No,51.6,51.6,Average,Medium
STU107407,21,Female,CSE,3,65.9,35.2,61.5,24.6,6,12.8,57.1,14,5.0,1,25.9,5.93,3,6,6.0,Yes,35.9,34.7,Poor,High
STU107408,19,Female,ECE,6,67.5,62.8,81.3,54.9,15,8.9,61.0,29,13.0,29,75.5,6.72,1,4,5.0,Yes,53.8,47.7,Poor,High
STU107409,20,Male,CSE,5,57.7,33.1,44.3,41.1,8,3.6,32.2,7,2.0,22,25.3,4.0,3,8,3.0,No,25.8,30.4,Poor,High
STU107410,24,Male,ECE,4,84.0,71.1,76.7,69.3,12,17.2,56.0,33,23.0,33,73.1,6.09,1,1,10.0,No,59.3,74.5,Good,Low
STU107411,19,Male,CIVIL,2,99.5,65.0,80.1,79.3,18,19.9,68.0,21,18.0,37,63.6,6.59,0,0,7.0,No,79.9,77.1,Good,Low
STU107412,22,Female,CIVIL,6,71.8,58.5,57.8,47.2,10,7.1,58.7,25,17.0,27,57.7,5.13,1,1,13.0,Yes,67.5,52.4,Average,Medium
STU107413,20,Male,IT,3,57.2,71.0,56.5,60.6,9,12.4,48.7,13,13.0,24,49.9,6.47,2,6,6.0,Yes,70.2,48.2,Poor,High
STU107414,22,Male,ECE,5,71.8,73.8,75.2,70.2,12,12.5,52.9,11,10.0,25,59.1,7.92,1,5,10.0,Yes,72.5,60.8,Average,Medium
STU107415,18,Female,MECH,2,,42.8,59.5,38.8,9,10.8,60.0,24,14.0,27,38.3,4.0,2,0,6.0,Yes,50.6,50.4,Average,Medium
STU107416,20,Female,IT,5,66.3,57.1,63.9,47.2,7,9.1,75.2,21,11.0,36,63.8,5.23,2,3,11.0,Yes,66.8,51.6,Average,Medium
STU107417,24,Male,MECH,8,80.1,59.2,84.7,68.0,18,14.0,74.5,34,21.0,50,71.0,6.55,2,1,15.0,No,,59.7,Average,Medium
STU107418,23,Female,IT,6,72.1,58.8,58.7,54.2,9,9.1,29.1,14,11.0,30,54.9,5.12,1,2,4.0,Yes,56.7,49.9,Poor,High
STU107419,24,Female,AI&DS,5,71.1,78.1,72.6,60.6,12,7.2,55.2,26,14.0,36,77.7,6.89,2,2,10.0,Yes,61.9,66.1,Good,Low
STU107420,22,Female,CSE,3,74.8,47.6,62.3,,11,8.7,63.9,24,14.0,30,64.6,4.07,1,2,12.0,No,55.2,54.7,Average,Medium
STU107421,19,Male,CSE,3,70.1,69.9,84.5,62.8,14,16.5,85.9,38,25.0,53,81.4,6.38,1,1,11.0,No,54.2,67.0,Good,Low
STU107422,21,Male,CIVIL,8,68.2,77.3,63.9,43.6,9,14.3,47.8,18,17.0,31,42.9,6.97,2,4,9.0,Yes,68.0,38.8,Poor,High
STU107423,24,Male,CSE,8,71.6,73.9,70.3,57.3,10,11.2,51.7,27,16.0,21,58.4,6.95,0,6,8.0,No,70.4,54.5,Average,Medium
STU107424,22,Male,CIVIL,4,82.3,74.1,82.5,70.5,16,19.0,64.5,31,20.0,34,59.1,6.08,1,0,17.0,No,82.9,66.4,Good,Low
STU107425,21,Male,ECE,6,51.4,47.3,64.5,47.4,11,14.3,45.7,30,11.0,37,55.6,7.0,0,4,6.0,Yes,49.2,34.3,Poor,High
STU107426,24,Male,MECH,7,55.9,41.3,32.6,42.6,6,11.5,31.8,19,12.0,23,51.3,4.51,1,4,8.0,Yes,48.2,31.3,Poor,High
STU107427,18,Male,MECH,4,75.0,73.5,64.8,,9,10.9,66.8,32,16.0,34,53.7,7.61,2,1,11.0,No,77.9,52.9,Average,Medium
STU107428,24,Male,ECE,3,85.4,58.0,64.3,66.3,16,18.6,59.4,32,14.0,39,63.4,5.45,1,0,12.0,Yes,55.5,56.2,Average,Medium
STU107429,18,Male,CSE,4,64.6,55.9,66.0,43.1,11,13.9,47.4,23,10.0,24,56.6,7.2,1,3,8.0,No,55.3,53.1,Average,Medium
STU107430,24,Male,EEE,5,88.0,86.8,88.2,53.8,16,23.0,91.3,37,23.0,51,83.0,,0,0,16.0,No,80.0,76.0,Good,Low
STU107431,23,Male,IT,4,74.7,60.9,49.6,45.4,8,9.3,45.0,20,16.0,36,50.9,7.3,1,2,14.0,No,49.0,43.5,Poor,High
STU107432,21,Male,CSE,5,79.4,69.2,81.3,79.5,14,11.1,83.7,37,20.0,62,87.0,7.46,0,3,14.0,No,78.6,75.3,Good,Low
STU107433,21,Male,AI&DS,3,91.6,84.7,83.7,91.0,17,15.0,78.7,37,23.0,58,73.7,8.04,1,3,18.0,No,87.6,89.0,Excellent,Low
STU107434,18,Female,IT,4,70.0,60.7,68.5,62.1,13,18.0,53.7,20,17.0,23,54.0,6.44,1,7,6.0,No,68.2,57.2,Average,Medium
STU107435,20,Male,CSE,3,63.2,40.2,65.3,40.9,12,7.0,49.7,22,16.0,18,56.4,6.64,0,4,10.0,Yes,56.5,51.9,Average,Medium
STU107436,19,Female,CSE,4,78.5,48.0,70.9,40.5,13,14.0,61.4,29,11.0,23,79.7,4.49,2,2,7.0,Yes,50.6,45.7,Poor,High
STU107437,22,Male,IT,3,86.4,64.8,95.0,89.2,15,14.6,77.2,29,19.0,53,75.7,8.5,1,0,11.0,No,79.1,82.7,Excellent,Low
STU107438,19,Male,CIVIL,5,79.0,56.6,85.7,66.1,12,16.2,73.8,29,22.0,52,69.7,7.41,1,3,13.0,No,61.4,67.2,Good,Low
STU107439,23,Male,AI&DS,8,56.1,45.7,60.2,56.0,11,11.4,69.9,18,13.0,40,56.9,5.81,2,4,11.0,No,56.7,48.5,Poor,High
STU107440,20,Male,IT,7,71.6,,83.8,91.5,16,16.2,79.7,30,20.0,43,73.8,7.65,1,1,20.0,No,73.9,77.0,Good,Low
